radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,641,1,8002,50594049,,32.573918,0.305692,1,2,1,1382484496,1382484677,
UMTS,641,18,20001,2051628,8,32.629136,0.342141,1086,2,1,1382616911,1471173057,
UMTS,641,10,6008,143775,260,32.66541,0.398889,552,9,1,1382629912,1472364767,
UMTS,641,10,6008,143773,244,32.663216,0.40384,1038,4,1,1382630392,1458620075,
UMTS,641,22,114,76268,,32.64771,0.341632,0,2,1,1382771678,1382771919,
UMTS,641,1,8002,6619614,,32.616928,0.276768,2089,4,1,1382833469,1383063142,
UMTS,641,1,8002,6619305,,32.615362,0.276008,112,4,1,1382833529,1382834134,
UMTS,641,1,8002,6619383,,32.620598,0.268631,0,1,1,1382833587,1382833587,
UMTS,641,1,8002,6619385,,32.624983,0.265716,1041,8,1,1382833609,1383062903,
UMTS,641,1,8002,6627295,,32.632079,0.256176,569,4,1,1382833716,1382833957,
UMTS,641,1,8002,6627293,,32.635779,0.256324,0,1,1,1382833786,1382833786,
UMTS,641,14,300,76854,,32.578982,0.3481,0,1,1,1382862025,1382862025,
UMTS,641,1,8002,6627304,,32.578951,0.293558,1087,33,1,1382862123,1382866366,
UMTS,641,1,8002,6627305,,32.577832,0.299639,171,3,1,1382863756,1382864040,
UMTS,641,1,8002,6619553,,32.577654,0.300742,84,8,1,1382863980,1382865745,
UMTS,641,1,8002,6619554,,32.577637,0.300837,8,7,1,1382864284,1382865361,
UMTS,641,1,8002,6619885,,32.57195,0.292011,0,1,1,1382866425,1382866425,
UMTS,641,1,8002,6619883,,32.571959,0.291978,3,2,1,1382866486,1382866547,
GSM,641,1,100,742,,32.568312,0.28531,0,1,1,1382866610,1382866610,
UMTS,641,1,8002,6620014,,32.566042,0.279138,0,1,1,1382866676,1382866676,
UMTS,641,1,8002,6619295,,32.565909,0.278575,0,1,1,1382867368,1382867368,
UMTS,641,1,8002,6627334,,32.566535,0.267866,0,1,1,1382867432,1382867432,
UMTS,641,1,8002,6619294,,32.577718,0.253951,591,3,1,1382870367,1382871793,
UMTS,641,14,300,76851,,32.579,0.348251,0,1,1,1382888010,1382888010,
UMTS,641,10,6005,67143,17,32.603425,0.323959,182,7,1,1382953066,1469512108,
UMTS,641,10,6005,67139,238,32.6039,0.324423,127,3,1,1382953251,1460092203,
UMTS,641,1,8002,6619613,,32.631614,0.265018,8,3,1,1383062970,1383063082,
UMTS,641,1,8002,6620524,,32.631566,0.265088,5,2,1,1383063202,1383063268,
UMTS,641,10,6008,141217,,32.565698,0.367469,12,6,1,1383323006,1383332913,
UMTS,641,10,6008,132569,,32.563069,0.365724,340,2,1,1383323125,1469512108,
UMTS,641,22,114,75758,,32.569037,0.307145,7,10,1,1383683939,1383684259,
UMTS,641,1,8002,6619735,,32.564635,0.367864,158,7,1,1383753540,1387706400,
UMTS,641,10,6009,140455,380,30.630373,-0.612009,2296,13,1,1383795612,1468922805,
UMTS,641,14,300,77231,,32.576817,0.310308,0,1,1,1383926823,1383926823,
UMTS,641,14,300,77234,,32.576731,0.310298,31,4,1,1383926884,1383927063,
UMTS,641,10,6001,71101,,32.576321,0.302041,27,14,1,1383951241,1383952914,
UMTS,641,10,6001,71097,,32.5764,0.302039,31,10,1,1383952226,1383952793,
GSM,641,1,401,5053,,30.168218,-0.196721,12,3,1,1383979933,1383980051,
UMTS,641,14,300,75555,102,32.586613,0.317668,651,30,1,1384426148,1464826868,-100
UMTS,641,14,300,75548,,32.588893,0.317593,0,1,1,1384426380,1384426380,
UMTS,641,14,300,75850,,32.59029,0.316897,160,2,1,1384426440,1458620080,
UMTS,641,14,300,75547,256,32.591282,0.318527,283,7,1,1384426502,1462324811,-96
UMTS,641,22,114,2979444,,32.57224,0.319218,11,3,1,1385369939,1385370058,
UMTS,641,1,8002,2980547,,32.590827,0.342839,24,5,1,1385393163,1385393402,
UMTS,641,10,6001,2256943,,32.580103,0.327313,291,7,1,1385703373,1385704002,
UMTS,641,10,6001,2994618,,32.580149,0.327795,0,1,1,1385703434,1385703434,
UMTS,641,10,6001,2994620,,32.580149,0.327795,0,1,1,1385703494,1385703494,
UMTS,641,1,8002,2994633,,32.597234,0.353163,10,2,1,1385703842,1385703904,
UMTS,641,10,6005,2213252,,32.603366,0.290959,0,1,1,1385717790,1385717790,
UMTS,641,10,6005,2591907,,32.616568,0.331131,59,4,1,1385737616,1385737788,
UMTS,641,1,8002,2708804,,32.59081,0.343164,58,5,1,1385795179,1385795419,
UMTS,641,10,2002,2724081,,32.622253,0.264887,8,5,1,1385930605,1385930833,
UMTS,641,10,6005,3006337,,32.622211,0.265006,17,24,1,1385975412,1386012229,
UMTS,641,10,6005,3006341,,32.62219,0.265008,14,10,1,1385975472,1386012108,
UMTS,641,10,6007,2387907,,32.521877,0.307576,12,4,1,1386029973,1386151587,
UMTS,641,10,6007,3009692,,32.52196,0.30757,31,12,1,1386048970,1386193925,
UMTS,641,10,6007,3013376,,32.521845,0.307508,0,1,1,1386131427,1386131427,
UMTS,641,10,6007,3013825,,32.522031,0.307535,0,1,1,1386150299,1386150299,
UMTS,641,10,7003,3013861,,32.521948,0.307456,0,1,1,1386151528,1386151528,
UMTS,641,10,503,2388128,,32.521949,0.307552,0,1,1,1386151651,1386151651,
UMTS,641,10,6005,3017767,,32.695711,0.367674,3,2,1,1386239437,1386239619,
UMTS,641,10,6009,3022367,,30.663283,-0.608793,22,5,1,1386339088,1386339316,
UMTS,641,1,8002,3030418,,32.596241,0.29906,0,1,1,1386530564,1386530564,
UMTS,641,1,100,3030445,,32.596216,0.299037,0,1,1,1386530960,1386530960,
UMTS,641,1,8002,2479195,,32.596216,0.299037,0,1,1,1386531021,1386531021,
UMTS,641,1,8002,3039034,,32.584312,0.311955,0,1,1,1386748387,1386748387,
UMTS,641,22,114,3043865,,32.585314,0.337943,9,5,1,1386863307,1386863676,
UMTS,641,22,114,3043869,,32.585344,0.337961,7,4,1,1386863367,1386863548,
UMTS,641,22,114,2565176,,32.585327,0.337953,4,2,1,1386863607,1386863734,
UMTS,641,1,8000,6626285,,32.532463,0.203128,0,1,1,1387053639,1387053639,
UMTS,641,14,302,151541,,33.697197,1.158294,0,1,1,1387116845,1387116845,
GSM,641,10,2002,2182,,32.616895,0.267565,10,3,1,1387642062,1387642212,
GSM,641,10,2002,2183,,32.617119,0.268528,358,4,1,1387642841,1458931562,
GSM,641,10,2002,42,,32.616494,0.267648,1,2,1,1387642920,1387642938,
UMTS,641,1,8002,6619495,,32.563067,0.31214,0,1,1,1387726857,1387726857,
GSM,641,11,1005,11262,,32.592709,0.351911,1165,4,1,1387982127,1458931566,
UMTS,641,22,114,75779,,32.615748,0.302632,22,3,1,1388000844,1388001018,
UMTS,641,22,114,76097,,32.61585,0.302546,0,1,1,1388000964,1388000964,
UMTS,641,22,114,76109,,32.61585,0.302546,0,1,1,1388001077,1388001077,
UMTS,641,10,6009,131339,,29.983973,-1.24834,2,3,1,1388158363,1388158492,
UMTS,641,10,6009,134715,,29.984006,-1.24835,8,8,1,1388158496,1388158796,
UMTS,641,10,6009,132943,,32.303078,2.769597,0,1,1,1388760718,1388760718,
UMTS,641,22,114,75558,,32.582553,0.312747,52,2,1,1388840302,1388840337,
GSM,641,22,112,11023,,32.579148,0.314211,0,1,1,1388840397,1388840397,
UMTS,641,22,114,75557,,32.576953,0.3154,0,1,1,1388840458,1388840458,
UMTS,641,22,114,75637,,32.575742,0.317156,0,1,1,1388840522,1388840522,
UMTS,641,14,300,75705,,32.568452,0.364755,20,2,1,1390164644,1390164823,
UMTS,641,14,300,77083,,32.568314,0.365006,0,1,1,1390164765,1390164765,
UMTS,641,14,300,77152,,32.56845,0.364947,0,1,1,1390164887,1390164887,
GSM,641,10,2001,5433,,32.602636,0.316102,0,1,1,1390484997,1390484997,
GSM,641,10,2004,5101,,32.707817,0.370434,10,3,1,1390532397,1390532515,
UMTS,641,14,302,142929,,32.578209,0.217421,48,5,1,1390746545,1390746785,
GSM,641,22,333,24042,,34.202105,1.066705,7,2,1,1391414922,1391414970,
UMTS,641,22,114,75617,,32.586693,0.316052,0,1,1,1391514238,1391514238,
UMTS,641,22,114,75609,,32.586693,0.316052,0,1,1,1391514482,1391514482,
UMTS,641,14,302,141401,,32.554085,0.261554,282,79,1,1391551792,1391556971,-104
UMTS,641,14,302,141398,,32.554144,0.261633,306,118,1,1391551909,1391633122,-106
UMTS,641,14,302,151879,,34.167603,1.152698,64,2,1,1391919955,1391920012,
UMTS,641,10,6001,73519,,32.592712,0.31819,122,2,1,1392131742,1458620058,
UMTS,641,10,6007,138847,,32.567415,0.333638,65,5,1,1393049652,1393050504,
UMTS,641,10,6007,138843,,32.567319,0.333592,77,15,1,1393049707,1393050444,
GSM,641,10,503,4505,,32.505731,0.360135,6,2,1,1393056165,1393056212,
UMTS,641,10,6007,140169,,32.452335,0.037912,159,2,1,1393847648,1458620070,
GSM,641,10,2005,153,,32.451298,0.038892,1,4,1,1393847731,1393848035,
GSM,641,10,2005,9092,,32.451299,0.038896,0,1,1,1393847850,1393847850,
UMTS,641,1,8002,6619182,,32.55229,0.320806,5,3,1,1393884028,1393884329,
UMTS,641,1,8002,6627284,,32.552301,0.320799,0,1,1,1393884088,1393884088,
UMTS,641,1,8002,6619185,,32.552301,0.320799,0,1,1,1393884268,1393884268,
UMTS,641,22,114,76359,,32.614712,0.284564,7434,6,1,1394080383,1394080848,
UMTS,641,22,114,76347,,32.606477,0.276006,607,8,1,1394080699,1394597678,
UMTS,641,10,6007,142148,,32.583362,0.272414,706,18,1,1394324610,1458620070,
UMTS,641,10,6007,142958,,32.564616,0.283337,2896,2,1,1394354486,1458620070,
GSM,641,10,601,4372,,33.208061,0.418108,7,2,1,1394483924,1394483985,
GSM,641,22,117,10693,,32.605786,0.276558,0,1,1,1394596963,1394596963,
UMTS,641,10,6005,67741,,32.630354,0.324506,180,11,1,1394606197,1458620064,
UMTS,641,10,6005,67737,,32.63042,0.323644,631,20,1,1394608721,1458620064,-97
UMTS,641,10,6007,142143,,32.577644,0.301564,2708,5,1,1394620366,1458620070,
UMTS,641,14,302,151181,,33.458465,0.611147,930,4,1,1395005871,1458620082,
UMTS,641,1,2016,143538,,32.574356,0.371867,0,1,1,1395030739,1395030739,
UMTS,641,1,2016,142487,,32.574356,0.371867,0,1,1,1395030857,1395030857,
UMTS,641,1,2016,142607,,32.574357,0.371867,0,2,1,1395030916,1395030920,
UMTS,641,22,114,76167,,32.574362,0.371867,0,1,1,1395030980,1395030980,
GSM,641,10,2003,13861,,32.621217,0.31986,10,2,1,1395057969,1395058016,
UMTS,641,14,302,151268,,32.91094,0.369883,2490,2,1,1395249300,1458620082,
UMTS,641,14,302,151271,,32.918567,0.369392,3331,3,1,1395249357,1458620082,
UMTS,641,22,114,76032,,32.560905,0.336044,175,9,1,1395500162,1395515498,
UMTS,641,22,114,76029,,32.561304,0.335919,131,6,1,1395500223,1395514680,
UMTS,641,10,6007,141877,,32.556469,0.324214,18,7,1,1395503370,1395504268,
GSM,641,10,805,4602,,32.556836,0.324365,250,7,1,1395503502,1458931557,
GSM,641,10,7001,1111,,32.556477,0.324218,0,1,1,1395503597,1395503597,
UMTS,641,10,6007,141873,,32.556465,0.32419,11,10,1,1395503718,1395504396,
UMTS,641,1,2016,142985,,32.611007,0.305815,5,2,1,1395998994,1395999019,
UMTS,641,14,300,76810,,32.609815,0.362543,0,1,1,1396194345,1396194345,
UMTS,641,14,300,76813,,32.609883,0.36258,3,4,1,1396194463,1396194918,
UMTS,641,14,300,76631,,32.609929,0.362658,10,2,1,1396196158,1396196278,
UMTS,641,1,8002,6619154,,32.596353,0.318488,7,2,1,1396427106,1396427140,
GSM,641,10,705,7773,,32.53097,0.304719,44,2,1,1396601202,1396601333,
GSM,641,10,7001,1112,,32.531215,0.304466,0,1,1,1396601259,1396601259,
UMTS,641,1,8002,6620395,,32.543458,0.313287,1,2,1,1396678505,1396678861,
UMTS,641,18,20001,2051838,,32.623022,0.340828,1427,6,1,1397109408,1458620085,
GSM,641,14,1050,10272,,32.564443,0.342873,14,3,1,1397289760,1397290000,
UMTS,641,10,6005,71907,462,32.596925,0.269055,391,14,1,1397936008,1471943963,-70
UMTS,641,14,302,141171,,32.515012,0.31638,0,1,1,1397936849,1397936849,
UMTS,641,10,6005,68919,,32.624102,0.319941,0,1,1,1458620065,1458620065,
UMTS,641,10,6005,68656,237,32.600423,0.297971,111,4,1,1458620064,1469520461,
UMTS,641,10,6005,67902,470,32.615716,0.328021,85,2,1,1458620064,1471621490,
UMTS,641,10,6008,133784,110,32.613125,0.355089,28,2,1,1458620073,1467840572,
UMTS,641,10,6008,134363,,32.613408,0.374786,0,1,1,1458620073,1458620073,
UMTS,641,10,6008,133802,503,32.597929,0.369403,0,1,1,1458620073,1458620073,
UMTS,641,10,6008,137391,,32.586303,0.343283,0,1,1,1458620074,1458620074,
UMTS,641,14,300,76695,,32.573824,0.309047,0,1,1,1458620080,1458620080,
UMTS,641,10,6008,133963,,32.5555,0.336126,0,1,1,1458620073,1458620073,
UMTS,641,10,6008,139933,207,32.644907,0.419399,0,1,1,1458620074,1458620074,
UMTS,641,14,300,77814,,32.617184,0.320168,0,1,1,1458620081,1458620081,
UMTS,641,14,300,76933,352,32.572172,0.313288,142,5,1,1458620081,1470723361,
UMTS,641,10,6005,77902,,32.704007,0.388368,0,1,1,1459376272,1459376272,
UMTS,641,10,6010,215307,173,33.168469,0.436502,776,5,1,1459376272,1472364768,
UMTS,641,14,302,141726,,32.607618,0.460464,0,1,1,1464675062,1464675062,
UMTS,641,1,2610,272708,96,32.661196,0.391928,829,13,1,1471982716,1472325185,-103
UMTS,641,1,2016,142590,,32.640025,0.361077,0,1,1,1398685404,1398685404,
UMTS,641,1,2016,143097,,32.643336,0.359951,0,1,1,1398685453,1398685453,
UMTS,641,1,2016,142608,,32.56605,0.374351,12,3,1,1398705458,1398705701,
UMTS,641,1,2016,143537,,32.566024,0.374316,7,2,1,1398705578,1398705641,
UMTS,641,1,2016,142011,,32.559908,0.321815,0,1,1,1399538608,1399538608,
UMTS,641,1,2016,142751,,32.572995,0.316532,43,6,1,1399543612,1399543862,
UMTS,641,1,2016,142347,,32.57776,0.341136,0,1,1,1399726498,1399726498,
UMTS,641,1,2016,142206,,32.577774,0.341127,0,1,1,1399726552,1399726552,
UMTS,641,1,4018,161228,,32.521897,0.179422,0,1,1,1400729402,1400729402,
UMTS,641,1,2016,141957,,32.607726,0.314662,9,2,1,1400768378,1400768432,
UMTS,641,1,2016,141956,,32.607742,0.314596,0,1,1,1400768498,1400768498,
UMTS,641,10,6007,143054,,32.480226,0.070825,655,4,1,1401175069,1458620070,
UMTS,641,14,300,76274,,32.649309,0.314133,0,1,1,1401776157,1401776157,
UMTS,641,14,300,76271,,32.649289,0.314255,0,1,1,1401776217,1401776217,
UMTS,641,14,300,76270,,32.649214,0.314206,4,2,1,1401776270,1401776330,
UMTS,641,14,300,76273,,32.649161,0.314209,0,1,1,1401776390,1401776390,
GSM,641,14,1050,12122,,32.63607,0.304192,1607,4,1,1402132949,1463458111,
GSM,641,14,1050,10032,,32.635472,0.308619,1608,4,1,1402133842,1458931568,
GSM,641,14,1050,10792,,32.640047,0.307032,0,1,1,1402134142,1402134142,
UMTS,641,18,20001,2051728,,32.554546,0.266258,634,8,1,1402336270,1422617745,
UMTS,641,10,6008,145872,,32.62039,0.380607,0,1,1,1402460429,1402460429,
UMTS,641,1,4018,141851,257,32.567886,0.310501,1460,9,1,1403007462,1458620047,-96
UMTS,641,10,6008,135609,,32.469817,0.294275,28,5,1,1404628146,1404628390,
GSM,641,10,503,3977,,32.469265,0.29417,0,1,1,1404632103,1404632103,
UMTS,641,10,6007,135049,,32.439724,0.317484,15031,16,1,1404634557,1423052380,
GSM,641,10,503,3973,,32.469364,0.294036,139,5,1,1404635858,1404636324,
UMTS,641,14,303,208237,,32.564686,0.237288,651,6,1,1404648825,1458620084,
UMTS,641,10,6007,136515,,32.450867,0.231193,5,2,1,1405144750,1405144810,
GSM,641,22,454,42031,,30.095319,0.180008,4,2,1,1405338631,1405338701,
GSM,641,22,454,42011,,30.095344,0.179989,8,5,1,1405338881,1405424829,
UMTS,641,10,6003,82572,,32.579443,0.331366,0,1,1,1405956308,1405956308,
UMTS,641,1,4018,141987,,32.585221,0.325244,294,5,1,1406015229,1412614377,-103
UMTS,641,1,4018,141990,,32.587373,0.32219,171,2,1,1406015405,1458620048,
UMTS,641,1,2020,76922,,32.614288,0.357324,0,1,1,1406388593,1406388593,
UMTS,641,1,2020,76925,,32.609913,0.355836,508,8,1,1406388653,1409290590,
UMTS,641,10,6007,142488,,32.46785,0.275462,0,1,1,1406568340,1406568340,
UMTS,641,10,6007,138975,,32.46785,0.275462,0,1,1,1406568721,1406568721,
UMTS,641,10,6007,138974,,32.46785,0.275462,0,1,1,1406570593,1406570593,
UMTS,641,10,6005,75758,230,32.767739,0.351973,2381,21,1,1407309848,1472314303,-76
UMTS,641,1,4018,143009,,32.647315,0.309232,73,4,1,1407531944,1407532074,
UMTS,641,1,4018,143311,64,32.600417,0.298038,387,12,1,1407671891,1458620050,
UMTS,641,14,12288,280586,,32.598249,0.33316,5,3,1,1407956191,1407956290,
UMTS,641,14,12288,276254,,32.598211,0.333144,0,1,1,1407956340,1407956340,
UMTS,641,1,4018,142751,,32.572403,0.315656,92,5,1,1408097498,1417096492,
UMTS,641,1,2020,78114,,32.74261,0.363929,0,1,1,1408100505,1408100505,
UMTS,641,1,2020,78163,,32.742552,0.363978,5,2,1,1408100563,1408100879,
UMTS,641,1,2020,78100,,32.720151,0.437869,8592,6,1,1408100615,1417205179,-97
UMTS,641,1,2020,78122,,32.742527,0.36391,6,3,1,1408100685,1408101065,
UMTS,641,1,2020,78160,,32.762967,0.397131,4334,14,1,1408100745,1421414224,-116
UMTS,641,10,6005,82591,476,32.602498,0.300743,613,3,1,1408173630,1459833138,
UMTS,641,1,4018,161158,,32.467139,0.046879,10,9,1,1408339906,1408950024,-103
UMTS,641,1,4018,161117,,32.467165,0.046835,23,7,1,1408339906,1408950024,-103
UMTS,641,1,4018,161120,,32.467081,0.046909,12,4,1,1408339906,1408339906,-105
UMTS,641,1,4018,161118,,32.461121,0.048179,681,2,1,1408339906,1408339906,-102
GSM,641,1,4014,30042,,32.466403,0.050348,399,2,1,1408339906,1458931545,-81
UMTS,641,1,4018,161121,,32.464092,0.047523,1037,4,1,1408339906,1408339906,-106
UMTS,641,1,4014,30023,,32.455095,0.049473,0,1,1,1408339906,1408339906,-105
UMTS,641,1,4014,30012,,32.455222,0.049489,0,1,1,1408339906,1408339906,-108
UMTS,641,10,6005,67053,282,32.636359,0.293182,1283,2,1,1408347040,1458620064,
UMTS,641,10,6008,134433,29,32.570084,0.369933,2298,79,1,1408360058,1472364767,-86
UMTS,641,10,6008,146998,80,32.567227,0.379529,1654,18,1,1408441975,1457595244,-71
UMTS,641,14,303,206687,252,32.610817,0.281497,913,3,1,1408775407,1458620083,
UMTS,641,14,302,141180,,32.539107,0.299923,31,22,1,1409127161,1410717026,
UMTS,641,10,6008,131139,,32.565697,0.335919,107,4,1,1409129481,1458620073,
UMTS,641,14,302,141421,,32.442739,0.27498,1204,3,1,1409133988,1409134111,
UMTS,641,14,302,141611,,31.446894,-0.276198,91637,28,1,1409135705,1409144870,
GSM,641,14,3000,30541,,30.730216,-0.52528,401,5,1,1409145284,1409145510,
GSM,641,14,3000,30543,,30.725012,-0.527972,429,2,1,1409145550,1409145585,
UMTS,641,14,302,161329,,30.70622,-0.558094,2043,4,1,1409145620,1458620082,
UMTS,641,14,302,161160,,30.687924,-0.577103,0,1,1,1409145820,1409145820,
UMTS,641,14,302,161811,,30.664702,-0.604111,0,1,1,1409146185,1409146185,
UMTS,641,14,302,161808,,30.664695,-0.60493,22,14,1,1409146290,1409146766,
UMTS,641,14,302,161507,,30.662659,-0.606593,297,8,1,1409146974,1409831096,
UMTS,641,14,302,161510,,30.661815,-0.606974,164,13,1,1409147169,1409830916,
UMTS,641,14,302,161508,,30.658311,-0.605722,0,1,1,1409147214,1409147214,
UMTS,641,14,302,161206,,30.649813,-0.604259,170,2,1,1409147277,1471314621,
UMTS,641,14,302,162196,,30.648028,-0.610677,914,4,1,1409147365,1458620082,
UMTS,641,14,302,163037,,30.647491,-0.612399,617,85,1,1409147417,1410766557,
UMTS,641,14,302,163040,,30.647012,-0.612236,819,94,1,1409147488,1458620082,
GSM,641,10,511,11603,,31.142605,0.273955,3601,11,1,1409167288,1458931554,
UMTS,641,1,2020,77885,,32.605433,0.355871,0,1,1,1409290470,1409290470,
UMTS,641,10,6007,139385,,32.560388,0.29396,70,7,1,1409558037,1409558342,
UMTS,641,10,6007,132213,,32.561337,0.293924,13,2,1,1409558392,1458620070,
UMTS,641,10,6001,73983,,32.561317,0.29381,0,1,1,1409560941,1409560941,
UMTS,641,10,6007,131994,,32.47106,0.280086,3408,3,1,1409599068,1458620070,
UMTS,641,14,302,161208,,30.643777,-0.609926,76,6,1,1409816676,1409816806,
UMTS,641,14,302,162199,,30.646413,-0.61287,527,3,1,1409816906,1458620082,
UMTS,641,14,302,161209,,30.647364,-0.608123,360,2,1,1409816986,1471314621,
UMTS,641,14,302,161331,,30.638298,-0.606815,0,1,1,1409902644,1409902644,
UMTS,641,14,302,161211,,30.648117,-0.613007,853,6,1,1409917655,1458620082,
UMTS,641,10,6003,80563,,32.588337,0.30764,5,2,1,1410181182,1410181304,
UMTS,641,10,6009,140458,,30.647434,-0.612176,2065,575,1,1410256124,1459836756,
GSM,641,10,117,14386,,30.140171,-0.544924,546,4,1,1410274449,1462691255,
GSM,641,10,6009,3601,,30.142023,-0.541192,0,1,1,1410275234,1410275234,
GSM,641,10,117,3602,,30.142583,-0.541829,334,5,1,1410275245,1465297652,
UMTS,641,10,6009,140454,372,30.647645,-0.612237,1469,419,1,1410349629,1468922805,
GSM,641,14,3050,30501,,31.955185,-0.218378,19328,19,1,1410449806,1454068294,-106
UMTS,641,14,302,141177,,32.562231,0.310135,2830,20,1,1410473797,1410723366,
UMTS,641,14,300,76621,,32.634571,0.335951,0,1,1,1410702951,1410702951,
UMTS,641,14,300,77684,,32.624853,0.319967,0,1,1,1410703321,1410703321,
UMTS,641,14,300,77682,,32.620942,0.319443,0,1,1,1410703381,1410703381,
UMTS,641,14,300,77678,,32.617031,0.319483,0,1,1,1410703432,1410703432,
UMTS,641,14,300,76504,,32.613204,0.320458,812,13,1,1410703493,1413386305,-95
UMTS,641,14,303,207802,,32.560624,0.307463,356,2,1,1410704291,1467104809,
UMTS,641,14,303,207774,,32.560276,0.304204,135,2,1,1410704351,1458620084,
UMTS,641,14,303,207534,,32.554727,0.301423,351,3,1,1410704411,1410704531,
UMTS,641,14,303,207806,,32.555009,0.297899,0,1,1,1410704591,1410704591,
UMTS,641,14,300,77905,,32.572377,0.31222,5,4,1,1410723436,1410724457,
UMTS,641,14,300,76930,,32.547976,0.304328,2848,4,1,1410724507,1410729074,
UMTS,641,10,6007,147639,,32.530486,0.117266,412,2,1,1411592623,1458620071,
GSM,641,10,301,11893,,31.565272,-0.785695,12431,4,1,1411618121,1471023719,
UMTS,641,10,6007,131223,,32.466445,0.055559,85,2,1,1411999147,1458620070,-98
UMTS,641,10,6008,134414,507,32.629336,0.361281,933,19,1,1412113433,1472583046,-78
UMTS,641,10,6008,143274,471,32.635782,0.364848,215,3,1,1412113623,1472364767,
UMTS,641,14,302,10648,,32.53227,0.456497,167,3,1,1412285727,1412286627,
UMTS,641,10,6009,143943,485,30.39053,0.432617,8867,128,1,1412310613,1470718317,-91
GSM,641,10,118,15353,,30.349918,0.398754,40861,30,1,1412314623,1470718349,-83
UMTS,641,1,4018,141747,227,32.583682,0.314012,262,32,1,1412614377,1458620047,-100
UMTS,641,1,4018,141790,,32.585208,0.314561,144,7,1,1412614377,1458620047,-100
UMTS,641,1,4018,141789,,32.584563,0.315832,42,3,1,1412614377,1458620047,-89
UMTS,641,1,4018,141786,433,32.58522,0.31627,201,10,1,1412614377,1472325185,-92
UMTS,641,1,4018,141809,435,32.583548,0.3189,429,47,1,1412614377,1472073133,-97
UMTS,641,1,4018,141811,451,32.583078,0.320671,588,73,1,1412614377,1460106586,-98
UMTS,641,1,4018,141917,34,32.586628,0.326198,614,38,1,1412614377,1472052691,-97
UMTS,641,1,4018,141918,42,32.581364,0.328718,709,48,1,1412614377,1472817597,-99
UMTS,641,1,2020,76564,199,32.579429,0.333926,559,21,1,1412614377,1465394022,-96
UMTS,641,1,2020,75554,,32.577844,0.331222,953,19,1,1412614377,1413898913,-98
